PID,CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,KA_name,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,Billing_ZIP_norm,postal_code,bg_place_count,bg_place_name,bg_admin1_name,bg_admin1_code,bg_admin2_name,bg_admin2_code,bg_admin3_name,bg_admin3_code,bg_latitude,bg_longitude,bg_geo_accuracy,bg_zip_found,bg_distance_sofia_km,bg_distance_plovdiv_km,bg_distance_varna_km,bg_distance_burgas_km,bg_min_big_city_distance_km
160134760,Platinum,VSE,4003.0,AD,17,,,17,292.83,0.0,292.83,17.23,No,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
123559373,Gold,VSE,6000.0,DI,9,,,9,292.83,0.0,292.83,32.54,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
112660022,Platinum,VSE,4400.0,MT,23,,,23,293.0,0.0,293.0,12.74,No,4400,4400,1.0,Pazardzhik,Pazardzhik,PAZ,Pazardzhik,PAZ19,Unknown,PAZ19-00,42.2,24.3333,4.0,1,99.74365653985194,34.70675472453587,313.5754291926386,259.3578863477639,34.70675472453587
115180249,Gold,VSE,4006.0,VT,11,4.0,,15,293.0,0.0,293.0,26.64,No,4006,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
123151464,Gold,SOHO,6000.0,AD?,13,3.0,,16,293.0,0.0,293.0,22.54,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
112590570,Gold,VSE,4400.0,MT,12,2.0,,14,293.17,0.0,293.17,24.43,No,4400,4400,1.0,Pazardzhik,Pazardzhik,PAZ,Pazardzhik,PAZ19,Unknown,PAZ19-00,42.2,24.3333,4.0,1,99.74365653985194,34.70675472453587,313.5754291926386,259.3578863477639,34.70675472453587
115522254,Platinum,VSE,4004.0,Jenia Gogova,13,3.0,,16,293.17,0.0,293.17,22.55,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
126628369,Platinum,VSE,6300.0,AD?,10,,,10,293.17,0.0,293.17,29.32,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
833141087,Silver,VSE,6100.0,AD?,12,3.0,,15,293.5,0.0,293.5,24.46,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
108507540,Gold,VSE,6600.0,RJ,10,6.0,,16,293.5,0.0,293.5,29.35,No,6600,6600,2.0,Jastreb,Kurdzhali,KRZ,Kurdzhali,KRZ16,Jastreb,KRZ16-00,41.7,25.3917,4.0,1,203.40563261829217,72.14136744862495,266.7855629308034,192.86100989912083,72.14136744862495
830100893,Gold,VSE,4890.0,Daniela Stefanova,12,8.0,,20,293.67,0.0,293.67,24.47,No,4890,4890,1.0,Khvojna,Smoljan,SML,Chepelare,SML38,Khvojna,SML38-09,41.8667,24.6833,4.0,1,145.19206339838883,30.314133391800144,304.1654684952117,239.7198826814986,30.314133391800144
112046323,Gold,SOHO,4400.0,MT,1,,,1,293.83,0.0,293.83,293.83,No,4400,4400,1.0,Pazardzhik,Pazardzhik,PAZ,Pazardzhik,PAZ19,Unknown,PAZ19-00,42.2,24.3333,4.0,1,99.74365653985194,34.70675472453587,313.5754291926386,259.3578863477639,34.70675472453587
115247057,Gold,VSE,4003.0,VU,18,2.0,1.0,21,294.0,0.0,294.0,16.33,No,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
160070926,Gold,VSE,4002.0,Daniela Stefanova,6,2.0,,8,294.0,0.0,294.0,49.0,No,4002,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
120539611,Gold,VSE,4004.0,Jenia Gogova,30,7.0,,37,274.17,20.0,294.17,9.14,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115843630,Gold,VSE,4230.0,AD,8,,,8,294.67,0.0,294.67,36.83,No,4230,4230,1.0,Asenovgrad,Plovdiv,PDV,Asenovgrad,PDV01,Unknown,PDV01-00,42.0167,24.8667,4.0,1,147.8011643459345,16.571203952998182,282.7049725927932,220.40467032061503,16.571203952998182
115793939,Platinum,VSE,4270.0,Daniela Stefanova,13,,,13,294.67,0.0,294.67,22.67,No,4270,4270,2.0,Purvomaj,Blagoevgrad,BLG,Petrich,BLG33,Purvomaj,BLG33-34,42.1,25.2167,4.0,1,169.18463784306135,39.08019682947743,253.01128703035386,190.1020404336084,39.08019682947743
104613838,Gold,SOHO,6000.0,DI,22,,,22,295.0,0.0,295.0,13.41,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
112111618,Platinum,VSE,4500.0,Daniela Stefanova,8,1.0,,9,295.0,0.0,295.0,36.88,No,4500,4500,1.0,Panagjurishhe,Pazardzhik,PAZ,Panagjurishhe,PAZ20,Unknown,PAZ20-00,42.5,24.1833,4.0,1,73.85428803185029,61.47150141666384,314.31621916907767,268.8153894635235,61.47150141666384
115646476,Gold,VSE,4004.0,AD,13,,,13,295.17,0.0,295.17,22.71,Yes,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
160037036,Gold,VSE,4003.0,AD,14,,,14,295.17,0.0,295.17,21.08,No,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
436229,Gold,VSE,4003.0,Daniela Stefanova,16,2.0,,18,295.17,0.0,295.17,18.45,Yes,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115340401,Gold,VSE,4023.0,VU,15,,1.0,16,295.33,0.0,295.33,19.69,No,4023,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
201590157,SME,SME,6000.0,VM,22,,,22,295.33,0.0,295.33,13.42,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
200365232,Platinum,VSE,4020.0,Jenia Gogova,9,7.0,,16,295.33,0.0,295.33,32.81,No,4020,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
108684003,Gold,VSE,6600.0,RJ,8,,,8,295.5,0.0,295.5,36.94,No,6600,6600,2.0,Jastreb,Kurdzhali,KRZ,Kurdzhali,KRZ16,Jastreb,KRZ16-00,41.7,25.3917,4.0,1,203.40563261829217,72.14136744862495,266.7855629308034,192.86100989912083,72.14136744862495
201308825,Gold,SOHO,6000.0,VM,11,,,11,295.67,0.0,295.67,26.88,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
115810915,Gold,SOHO,4000.0,Jenia Gogova,8,9.0,,17,271.67,24.0,295.67,33.96,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
123743708,Gold,SOHO,6280.0,AD?,12,,,12,295.67,0.0,295.67,24.64,No,6280,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115273155,Gold,SOHO,4020.0,VU,12,,,12,295.83,0.0,295.83,24.65,No,4020,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
201490388,Gold,VSE,4004.0,AD,7,1.0,,8,296.5,0.0,296.5,42.36,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115811586,Silver,SOHO,4000.0,AD,14,,,14,296.6,0.0,296.6,21.19,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
115851029,Gold,VSE,4023.0,VT,16,7.0,,23,296.67,0.0,296.67,18.54,No,4023,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115318757,Gold,VSE,4000.0,AD,14,,,14,296.83,0.0,296.83,21.2,Yes,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
200601088,Platinum,VSE,6000.0,VM,9,,1.0,10,296.83,0.0,296.83,32.98,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
126088072,Platinum,VSE,6300.0,AD?,15,1.0,,16,296.83,0.0,296.83,19.79,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
120598667,Gold,VSE,4700.0,Daniela Stefanova,15,,,15,297.33,0.0,297.33,19.82,No,4700,4700,1.0,Smoljan,Smoljan,SML,Smoljan,SML31,Unknown,SML31-00,41.5853,24.6919,4.0,1,167.50375343475542,61.32797826946577,320.63734824790885,250.58127270101997,61.32797826946577
115752903,Gold,VSE,4023.0,Daniela Stefanova,29,,,29,297.33,0.0,297.33,10.25,Yes,4023,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115781036,Gold,VSE,4180.0,VU,15,7.0,,22,298.0,0.0,298.0,19.87,No,4180,4180,1.0,Khisarja,Plovdiv,PDV,Khisarja,PDV37,Unknown,PDV37-00,42.5,24.7,4.0,1,114.92067106282441,40.712397253264335,273.78154187079804,226.4640105913525,40.712397253264335
833057408,Gold,VSE,6000.0,VM,13,,,13,298.0,0.0,298.0,22.92,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123651918,Gold,VSE,6000.0,DI,10,2.0,,12,298.0,0.0,298.0,29.8,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
108568340,Gold,VSE,6600.0,RJ,13,2.0,,15,298.0,0.0,298.0,22.92,No,6600,6600,2.0,Jastreb,Kurdzhali,KRZ,Kurdzhali,KRZ16,Jastreb,KRZ16-00,41.7,25.3917,4.0,1,203.40563261829217,72.14136744862495,266.7855629308034,192.86100989912083,72.14136744862495
115187717,Platinum,VSE,4002.0,VT,13,1.0,,14,249.5,48.67,298.17,19.19,No,4002,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
833119354,Gold,VSE,6008.0,VM,6,,,6,298.17,0.0,298.17,49.7,No,6008,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
40968567,Platinum,VSE,4500.0,Jenia Gogova,26,3.0,,29,298.17,0.0,298.17,11.47,No,4500,4500,1.0,Panagjurishhe,Pazardzhik,PAZ,Panagjurishhe,PAZ20,Unknown,PAZ20-00,42.5,24.1833,4.0,1,73.85428803185029,61.47150141666384,314.31621916907767,268.8153894635235,61.47150141666384
123130235,Gold,VSE,6100.0,AD?,18,2.0,,20,298.17,0.0,298.17,16.57,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
123642552,Gold,VSE,6000.0,AD?,4,7.0,,11,298.17,0.0,298.17,74.54,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
160051744,Gold,VSE,4000.0,AD,18,,,18,298.5,0.0,298.5,16.58,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
123738675,Platinum,SOHO,6000.0,VM,9,5.0,1.0,15,298.5,0.0,298.5,33.17,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123645388,Gold,VSE,6100.0,DI,7,,,7,298.67,0.0,298.67,42.67,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
123671949,Platinum,SOHO,6000.0,VM,10,1.0,,11,299.17,0.0,299.17,29.92,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
115037126,Gold,VSE,4004.0,Jenia Gogova,23,4.0,,27,299.17,0.0,299.17,13.01,No,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
30461035,Platinum,VSE,4000.0,VT,26,,,26,299.33,0.0,299.33,11.51,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
200844211,Silver,SOHO,4451.0,VM,7,,,7,299.33,0.0,299.33,42.76,No,4451,4451,1.0,Pishhigovo,Pazardzhik,PAZ,Pazardzhik,PAZ19,Pishhigovo,PAZ19-21,42.25,24.4333,4.0,1,103.85915998485625,28.688923922703243,303.8560638269301,250.42692724680788,28.688923922703243
9035330304,Gold,VSE,6400.0,DI,8,4.0,,12,299.33,0.0,299.33,37.42,No,6400,6400,1.0,Dimitrovgrad,Khaskovo,HKV,Dimitrovgrad,HKV09,Unknown,HKV09-00,42.05,25.6,4.0,1,200.51034202353338,71.16037599980346,229.36071356275139,161.36595796695596,71.16037599980346
115681438,Gold,VSE,4230.0,VT,19,3.0,,22,299.67,0.0,299.67,15.77,No,4230,4230,1.0,Asenovgrad,Plovdiv,PDV,Asenovgrad,PDV01,Unknown,PDV01-00,42.0167,24.8667,4.0,1,147.8011643459345,16.571203952998182,282.7049725927932,220.40467032061503,16.571203952998182
108552368,Platinum,VSE,6600.0,RJ,8,3.0,,11,299.67,0.0,299.67,37.46,No,6600,6600,2.0,Jastreb,Kurdzhali,KRZ,Kurdzhali,KRZ16,Jastreb,KRZ16-00,41.7,25.3917,4.0,1,203.40563261829217,72.14136744862495,266.7855629308034,192.86100989912083,72.14136744862495
160060273,Gold,VSE,4002.0,Tatiana Trifonova,13,,,13,299.83,0.0,299.83,23.06,No,4002,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
126151505,Platinum,VSE,6300.0,DI,5,4.0,,9,300.0,0.0,300.0,60.0,Yes,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
116556811,Platinum,SOHO,6300.0,RJ,3,,,3,300.17,0.0,300.17,100.06,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
160038241,Platinum,VSE,4228.0,VT,3,15.0,,18,300.33,0.0,300.33,100.11,No,4228,4228,1.0,Ustina,Plovdiv,PDV,Rodopi,PDV26,Ustina,PDV26-28,42.0333,24.5167,4.0,1,122.85427535781706,22.01773127620783,307.43328796155316,247.990286181776,22.01773127620783
115101209,Gold,VSE,4270.0,Daniela Stefanova,38,1.0,,39,300.67,0.0,300.67,7.91,No,4270,4270,2.0,Purvomaj,Blagoevgrad,BLG,Petrich,BLG33,Purvomaj,BLG33-34,42.1,25.2167,4.0,1,169.18463784306135,39.08019682947743,253.01128703035386,190.1020404336084,39.08019682947743
123715993,Lead,SOHO,6000.0,VM,12,,,12,300.83,0.0,300.83,25.07,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
126678564,Platinum,VSE,6300.0,RJ,12,,,12,301.0,0.0,301.0,25.08,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
126636371,Gold,VSE,6400.0,AD?,9,10.0,,19,301.33,0.0,301.33,33.48,No,6400,6400,1.0,Dimitrovgrad,Khaskovo,HKV,Dimitrovgrad,HKV09,Unknown,HKV09-00,42.05,25.6,4.0,1,200.51034202353338,71.16037599980346,229.36071356275139,161.36595796695596,71.16037599980346
200612387,Gold,VSE,4023.0,Daniela Stefanova,12,,,12,302.5,0.0,302.5,25.21,No,4023,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
836037371,Gold,VSE,6300.0,RJ,6,6.0,,12,302.5,0.0,302.5,50.42,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
115646355,Gold,VSE,4109.0,Tatiana Trifonova,24,2.0,,26,302.67,0.0,302.67,12.61,Yes,4109,4109,1.0,Branipole,Plovdiv,PDV,Rodopi,PDV26,Branipole,PDV26-03,42.0833,24.75,4.0,1,135.7269084868126,5.806214897014923,287.7277544060422,227.97271559803272,5.806214897014923
115035606,Gold,VSE,4003.0,VT,26,5.0,,31,302.83,0.0,302.83,11.65,Yes,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
115599165,Platinum,VSE,4003.0,AD,6,2.0,,8,303.0,0.0,303.0,50.5,No,4003,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
200528804,Gold,SOHO,6500.0,RJ,6,,,6,303.17,0.0,303.17,50.53,No,6500,6500,1.0,Svilengrad,Khaskovo,HKV,Svilengrad,HKV28,Unknown,HKV28-00,41.7667,26.2,4.0,1,258.5668477699574,127.09199314498754,213.69482398369937,132.5681084001679,127.09199314498754
892179,Silver,SOHO,6450.0,VM,13,1.0,,14,303.33,0.0,303.33,23.33,No,6450,6450,1.0,Kharmanli,Khaskovo,HKV,Kharmanli,HKV33,Unknown,HKV33-00,41.9333,25.9,4.0,1,228.3723256899545,97.97700528519698,217.9310082574589,143.511371888109,97.97700528519698
126101993,Platinum,VSE,6500.0,DI,17,26.0,,43,303.5,0.0,303.5,17.85,No,6500,6500,1.0,Svilengrad,Khaskovo,HKV,Svilengrad,HKV28,Unknown,HKV28-00,41.7667,26.2,4.0,1,258.5668477699574,127.09199314498754,213.69482398369937,132.5681084001679,127.09199314498754
160061966,Platinum,VSE,4000.0,Daniela Stefanova,11,6.0,,17,303.5,0.0,303.5,27.59,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
160138010,Platinum,VSE,4000.0,VT,14,,,14,303.67,0.0,303.67,21.69,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
123553541,Platinum,VSE,6100.0,DI,11,6.0,,17,303.67,0.0,303.67,27.61,No,6100,6100,1.0,Kazanluk,Stara Zagora,SZR,Kazanluk,SZR12,Unknown,SZR12-00,42.6167,25.4,4.0,1,170.1709917630914,75.87065506274772,215.27795996537586,169.38401939323634,75.87065506274772
123022590,Gold,VSE,6000.0,DI,10,2.0,,12,304.0,0.0,304.0,30.4,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
201610802,Gold,VSE,4230.0,VT,15,1.0,,16,304.17,0.0,304.17,20.28,Yes,4230,4230,1.0,Asenovgrad,Plovdiv,PDV,Asenovgrad,PDV01,Unknown,PDV01-00,42.0167,24.8667,4.0,1,147.8011643459345,16.571203952998182,282.7049725927932,220.40467032061503,16.571203952998182
201003072,SME,SME,6300.0,RJ,23,,,23,304.17,0.0,304.17,13.22,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
104093437,Gold,VSE,5140.0,DI,4,,,4,304.67,0.0,304.67,76.17,No,5140,5140,1.0,Ljaskovec,Veliko Turnovo,VTR,Ljaskovec,VTR20,Unknown,VTR20-00,43.1111,25.7283,4.0,1,201.30977434968628,135.05135761810155,177.6973146978876,156.7157627831712,135.05135761810155
126093653,Gold,VSE,6300.0,RJ,16,,,16,305.0,0.0,305.0,19.06,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
202030357,Gold,SOHO,4000.0,Tatiana Trifonova,9,,,9,305.17,0.0,305.17,33.91,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
825169101,Gold,VSE,4000.0,AD,11,,,11,305.67,0.0,305.67,27.79,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
123755639,Gold,VSE,6000.0,DI,6,1.0,,7,305.67,0.0,305.67,50.95,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
115069829,Platinum,VSE,4000.0,Tatiana Trifonova,7,3.0,,10,305.67,0.0,305.67,43.67,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
829067930,Gold,VSE,8947.0,DI,17,2.0,,19,305.83,0.0,305.83,17.99,No,8947,8947,1.0,Ljubenova makhala,Sliven,SLV,Nova Zagora,SLV16,Ljubenova makhala,SLV16-15,42.35,25.9667,4.0,1,220.15344547302453,103.33510476881295,185.75011749260867,123.9774356905294,103.33510476881295
822112668,Gold,VSE,4400.0,MT,11,,,11,305.83,0.0,305.83,27.8,No,4400,4400,1.0,Pazardzhik,Pazardzhik,PAZ,Pazardzhik,PAZ19,Unknown,PAZ19-00,42.2,24.3333,4.0,1,99.74365653985194,34.70675472453587,313.5754291926386,259.3578863477639,34.70675472453587
200012182,Gold,VSE,4004.0,AD,12,,,12,306.0,0.0,306.0,25.5,Yes,4004,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
40094687,Gold,VSE,6000.0,DI,22,7.0,,29,306.0,0.0,306.0,13.91,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
201467628,Platinum,VSE,4000.0,Daniela Stefanova,16,4.0,,20,306.0,0.0,306.0,19.13,No,4000,4000,2.0,Plovdiv,Plovdiv,PDV,Marica,PDV17,Vojsil,PDV17-03,42.183350000000004,24.69165,4.0,1,126.11282602967418,6.927035076065666,287.21971441584645,230.50929645602469,6.927035076065666
836145596,Gold,VSE,6300.0,AD?,31,16.0,,47,306.33,0.0,306.33,9.88,No,6300,6300,1.0,Khaskovo,Khaskovo,HKV,Khaskovo,HKV34,Unknown,HKV34-00,41.9403,25.5694,4.0,1,203.06388911981904,71.43171336079055,238.60242154282636,168.05162923163843,71.43171336079055
115620200,Gold,VSE,4009.0,Tatiana Trifonova,11,,,11,306.5,0.0,306.5,27.86,No,4009,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,0,,,,,
200569480,Gold,VSE,6000.0,AD?,8,2.0,,10,306.83,0.0,306.83,38.35,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
123685105,Gold,SOHO,6000.0,VM,13,,,13,307.17,0.0,307.17,23.63,No,6000,6000,1.0,Stara Zagora,Stara Zagora,SZR,Stara Zagora,SZR31,Unknown,SZR31-00,42.4328,25.6419,4.0,1,192.26171142190228,80.83141300043403,204.70016172235472,149.54972685984384,80.83141300043403
112520419,Gold,VSE,4400.0,Daniela Stefanova,7,3.0,,10,307.17,0.0,307.17,43.88,No,4400,4400,1.0,Pazardzhik,Pazardzhik,PAZ,Pazardzhik,PAZ19,Unknown,PAZ19-00,42.2,24.3333,4.0,1,99.74365653985194,34.70675472453587,313.5754291926386,259.3578863477639,34.70675472453587
126721460,Platinum,VSE,6500.0,AD?,7,9.0,,16,307.17,0.0,307.17,43.88,No,6500,6500,1.0,Svilengrad,Khaskovo,HKV,Svilengrad,HKV28,Unknown,HKV28-00,41.7667,26.2,4.0,1,258.5668477699574,127.09199314498754,213.69482398369937,132.5681084001679,127.09199314498754
